"","Country","date","confirmed","recovered","deaths"
"4053","Madagascar",2020-02-12,0,0,0
"4054","Malawi",2020-02-12,0,0,0
"4055","Malaysia",2020-02-12,18,3,0
"4056","Maldives",2020-02-12,0,0,0
"4057","Mali",2020-02-12,0,0,0
"4058","Malta",2020-02-12,0,0,0
"4059","Mauritania",2020-02-12,0,0,0
"4060","Mauritius",2020-02-12,0,0,0
"4061","Mexico",2020-02-12,0,0,0
"4062","Moldova",2020-02-12,0,0,0
"4063","Monaco",2020-02-12,0,0,0
"4064","Mongolia",2020-02-12,0,0,0
"4065","Montenegro",2020-02-12,0,0,0
"4066","Morocco",2020-02-12,0,0,0
"4067","Mozambique",2020-02-12,0,0,0
"4068","MS Zaandam",2020-02-12,0,0,0
"4069","Namibia",2020-02-12,0,0,0
"4070","Nepal",2020-02-12,1,1,0
"4071","Netherlands",2020-02-12,0,0,0
"4072","New Zealand",2020-02-12,0,0,0
"4073","Nicaragua",2020-02-12,0,0,0
"4074","Niger",2020-02-12,0,0,0
"4075","Nigeria",2020-02-12,0,0,0
"4076","North Macedonia",2020-02-12,0,0,0
"4077","Norway",2020-02-12,0,0,0
"4078","Oman",2020-02-12,0,0,0
"4079","Pakistan",2020-02-12,0,0,0
"4080","Panama",2020-02-12,0,0,0
"4081","Papua New Guinea",2020-02-12,0,0,0
"4082","Paraguay",2020-02-12,0,0,0
"4083","Peru",2020-02-12,0,0,0
"4084","Philippines",2020-02-12,3,1,1
"4085","Poland",2020-02-12,0,0,0
"4086","Portugal",2020-02-12,0,0,0
"4087","Qatar",2020-02-12,0,0,0
"4088","Romania",2020-02-12,0,0,0
"4089","Russia",2020-02-12,2,2,0
"4090","Rwanda",2020-02-12,0,0,0
"4091","Saint Kitts and Nevis",2020-02-12,0,0,0
"4092","Saint Lucia",2020-02-12,0,0,0
"4093","Saint Vincent and the Grenadines",2020-02-12,0,0,0
"4094","San Marino",2020-02-12,0,0,0
"4095","Sao Tome and Principe",2020-02-12,0,0,0
"4096","Saudi Arabia",2020-02-12,0,0,0
"4097","Senegal",2020-02-12,0,0,0
"4098","Serbia",2020-02-12,0,0,0
"4099","Seychelles",2020-02-12,0,0,0
"4100","Sierra Leone",2020-02-12,0,0,0
"4101","Singapore",2020-02-12,50,15,0
"4102","Slovakia",2020-02-12,0,0,0
"4103","Slovenia",2020-02-12,0,0,0
"4104","Somalia",2020-02-12,0,0,0
"4105","South Africa",2020-02-12,0,0,0
"4106","South Sudan",2020-02-12,0,0,0
"4107","Spain",2020-02-12,2,0,0
"4108","Sri Lanka",2020-02-12,1,1,0
"4109","Sudan",2020-02-12,0,0,0
"4110","Suriname",2020-02-12,0,0,0
"4111","Sweden",2020-02-12,1,0,0
"4112","Switzerland",2020-02-12,0,0,0
"4113","Syria",2020-02-12,0,0,0
"4114","Taiwan*",2020-02-12,18,1,0
"4115","Tajikistan",2020-02-12,0,0,0
"4116","Tanzania",2020-02-12,0,0,0
"4117","Thailand",2020-02-12,33,10,0
"4118","Timor-Leste",2020-02-12,0,0,0
"4119","Togo",2020-02-12,0,0,0
"4120","Trinidad and Tobago",2020-02-12,0,0,0
"4121","Tunisia",2020-02-12,0,0,0
"4122","Turkey",2020-02-12,0,0,0
"4123","Uganda",2020-02-12,0,0,0
"4124","Ukraine",2020-02-12,0,0,0
"4125","United Arab Emirates",2020-02-12,8,1,0
"4126","United Kingdom",2020-02-12,9,1,0
"4127","Uruguay",2020-02-12,0,0,0
"4128","US",2020-02-12,12,3,0
"4129","Uzbekistan",2020-02-12,0,0,0
"4130","Venezuela",2020-02-12,0,0,0
"4131","Vietnam",2020-02-12,15,6,0
"4132","West Bank and Gaza",2020-02-12,0,0,0
"4133","Western Sahara",2020-02-12,0,0,0
"4134","Yemen",2020-02-12,0,0,0
"4135","Zambia",2020-02-12,0,0,0
"4136","Zimbabwe",2020-02-12,0,0,0
"4137","Afghanistan",2020-02-13,0,0,0
"4138","Albania",2020-02-13,0,0,0
"4139","Algeria",2020-02-13,0,0,0
"4140","Andorra",2020-02-13,0,0,0
"4141","Angola",2020-02-13,0,0,0
"4142","Antigua and Barbuda",2020-02-13,0,0,0
"4143","Argentina",2020-02-13,0,0,0
"4144","Armenia",2020-02-13,0,0,0
"4145","Australia",2020-02-13,15,8,0
"4146","Austria",2020-02-13,0,0,0
"4147","Azerbaijan",2020-02-13,0,0,0
"4148","Bahamas",2020-02-13,0,0,0
"4149","Bahrain",2020-02-13,0,0,0
"4150","Bangladesh",2020-02-13,0,0,0
"4151","Barbados",2020-02-13,0,0,0
"4152","Belarus",2020-02-13,0,0,0
"4153","Belgium",2020-02-13,1,0,0
"4154","Belize",2020-02-13,0,0,0
"4155","Benin",2020-02-13,0,0,0
"4156","Bhutan",2020-02-13,0,0,0
"4157","Bolivia",2020-02-13,0,0,0
"4158","Bosnia and Herzegovina",2020-02-13,0,0,0
"4159","Botswana",2020-02-13,0,0,0
"4160","Brazil",2020-02-13,0,0,0
"4161","Brunei",2020-02-13,0,0,0
"4162","Bulgaria",2020-02-13,0,0,0
"4163","Burkina Faso",2020-02-13,0,0,0
"4164","Burma",2020-02-13,0,0,0
"4165","Burundi",2020-02-13,0,0,0
"4166","Cabo Verde",2020-02-13,0,0,0
"4167","Cambodia",2020-02-13,1,1,0
"4168","Cameroon",2020-02-13,0,0,0
"4169","Canada",2020-02-13,7,1,0
"4170","Central African Republic",2020-02-13,0,0,0
"4171","Chad",2020-02-13,0,0,0
"4172","Chile",2020-02-13,0,0,0
"4173","China",2020-02-13,59895,6217,1369
"4174","Colombia",2020-02-13,0,0,0
"4175","Comoros",2020-02-13,0,0,0
"4176","Congo (Brazzaville)",2020-02-13,0,0,0
"4177","Congo (Kinshasa)",2020-02-13,0,0,0
"4178","Costa Rica",2020-02-13,0,0,0
"4179","Cote d'Ivoire",2020-02-13,0,0,0
"4180","Croatia",2020-02-13,0,0,0
"4181","Cuba",2020-02-13,0,0,0
"4182","Cyprus",2020-02-13,0,0,0
"4183","Czechia",2020-02-13,0,0,0
"4184","Denmark",2020-02-13,0,0,0
"4185","Diamond Princess",2020-02-13,175,0,0
"4186","Djibouti",2020-02-13,0,0,0
"4187","Dominica",2020-02-13,0,0,0
"4188","Dominican Republic",2020-02-13,0,0,0
"4189","Ecuador",2020-02-13,0,0,0
"4190","Egypt",2020-02-13,0,0,0
"4191","El Salvador",2020-02-13,0,0,0
"4192","Equatorial Guinea",2020-02-13,0,0,0
"4193","Eritrea",2020-02-13,0,0,0
"4194","Estonia",2020-02-13,0,0,0
"4195","Eswatini",2020-02-13,0,0,0
"4196","Ethiopia",2020-02-13,0,0,0
"4197","Fiji",2020-02-13,0,0,0
"4198","Finland",2020-02-13,1,1,0
"4199","France",2020-02-13,11,2,0
"4200","Gabon",2020-02-13,0,0,0
"4201","Gambia",2020-02-13,0,0,0
"4202","Georgia",2020-02-13,0,0,0
"4203","Germany",2020-02-13,16,1,0
"4204","Ghana",2020-02-13,0,0,0
"4205","Greece",2020-02-13,0,0,0
"4206","Grenada",2020-02-13,0,0,0
"4207","Guatemala",2020-02-13,0,0,0
"4208","Guinea",2020-02-13,0,0,0
"4209","Guinea-Bissau",2020-02-13,0,0,0
"4210","Guyana",2020-02-13,0,0,0
"4211","Haiti",2020-02-13,0,0,0
"4212","Holy See",2020-02-13,0,0,0
"4213","Honduras",2020-02-13,0,0,0
"4214","Hungary",2020-02-13,0,0,0
"4215","Iceland",2020-02-13,0,0,0
"4216","India",2020-02-13,3,0,0
"4217","Indonesia",2020-02-13,0,0,0
"4218","Iran",2020-02-13,0,0,0
"4219","Iraq",2020-02-13,0,0,0
"4220","Ireland",2020-02-13,0,0,0
"4221","Israel",2020-02-13,0,0,0
"4222","Italy",2020-02-13,3,0,0
"4223","Jamaica",2020-02-13,0,0,0
"4224","Japan",2020-02-13,28,9,1
"4225","Jordan",2020-02-13,0,0,0
"4226","Kazakhstan",2020-02-13,0,0,0
"4227","Kenya",2020-02-13,0,0,0
"4228","Korea, South",2020-02-13,28,7,0
"4229","Kosovo",2020-02-13,0,0,0
"4230","Kuwait",2020-02-13,0,0,0
"4231","Kyrgyzstan",2020-02-13,0,0,0
"4232","Laos",2020-02-13,0,0,0
"4233","Latvia",2020-02-13,0,0,0
"4234","Lebanon",2020-02-13,0,0,0
"4235","Lesotho",2020-02-13,0,0,0
"4236","Liberia",2020-02-13,0,0,0
"4237","Libya",2020-02-13,0,0,0
"4238","Liechtenstein",2020-02-13,0,0,0
"4239","Lithuania",2020-02-13,0,0,0
"4240","Luxembourg",2020-02-13,0,0,0
"4241","Madagascar",2020-02-13,0,0,0
"4242","Malawi",2020-02-13,0,0,0
"4243","Malaysia",2020-02-13,19,3,0
"4244","Maldives",2020-02-13,0,0,0
"4245","Mali",2020-02-13,0,0,0
"4246","Malta",2020-02-13,0,0,0
"4247","Mauritania",2020-02-13,0,0,0
"4248","Mauritius",2020-02-13,0,0,0
"4249","Mexico",2020-02-13,0,0,0
"4250","Moldova",2020-02-13,0,0,0
"4251","Monaco",2020-02-13,0,0,0
"4252","Mongolia",2020-02-13,0,0,0
"4253","Montenegro",2020-02-13,0,0,0
"4254","Morocco",2020-02-13,0,0,0
"4255","Mozambique",2020-02-13,0,0,0
"4256","MS Zaandam",2020-02-13,0,0,0
"4257","Namibia",2020-02-13,0,0,0
"4258","Nepal",2020-02-13,1,1,0
"4259","Netherlands",2020-02-13,0,0,0
"4260","New Zealand",2020-02-13,0,0,0
"4261","Nicaragua",2020-02-13,0,0,0
"4262","Niger",2020-02-13,0,0,0
"4263","Nigeria",2020-02-13,0,0,0
"4264","North Macedonia",2020-02-13,0,0,0
"4265","Norway",2020-02-13,0,0,0
"4266","Oman",2020-02-13,0,0,0
"4267","Pakistan",2020-02-13,0,0,0
"4268","Panama",2020-02-13,0,0,0
"4269","Papua New Guinea",2020-02-13,0,0,0
"4270","Paraguay",2020-02-13,0,0,0
"4271","Peru",2020-02-13,0,0,0
"4272","Philippines",2020-02-13,3,1,1
"4273","Poland",2020-02-13,0,0,0
"4274","Portugal",2020-02-13,0,0,0
"4275","Qatar",2020-02-13,0,0,0
"4276","Romania",2020-02-13,0,0,0
"4277","Russia",2020-02-13,2,2,0
"4278","Rwanda",2020-02-13,0,0,0
"4279","Saint Kitts and Nevis",2020-02-13,0,0,0
"4280","Saint Lucia",2020-02-13,0,0,0
"4281","Saint Vincent and the Grenadines",2020-02-13,0,0,0
"4282","San Marino",2020-02-13,0,0,0
"4283","Sao Tome and Principe",2020-02-13,0,0,0
"4284","Saudi Arabia",2020-02-13,0,0,0
"4285","Senegal",2020-02-13,0,0,0
"4286","Serbia",2020-02-13,0,0,0
"4287","Seychelles",2020-02-13,0,0,0
"4288","Sierra Leone",2020-02-13,0,0,0
"4289","Singapore",2020-02-13,58,15,0
"4290","Slovakia",2020-02-13,0,0,0
"4291","Slovenia",2020-02-13,0,0,0
"4292","Somalia",2020-02-13,0,0,0
"4293","South Africa",2020-02-13,0,0,0
"4294","South Sudan",2020-02-13,0,0,0
"4295","Spain",2020-02-13,2,0,0
"4296","Sri Lanka",2020-02-13,1,1,0
"4297","Sudan",2020-02-13,0,0,0
"4298","Suriname",2020-02-13,0,0,0
"4299","Sweden",2020-02-13,1,0,0
"4300","Switzerland",2020-02-13,0,0,0
"4301","Syria",2020-02-13,0,0,0
"4302","Taiwan*",2020-02-13,18,1,0
"4303","Tajikistan",2020-02-13,0,0,0
"4304","Tanzania",2020-02-13,0,0,0
"4305","Thailand",2020-02-13,33,12,0
"4306","Timor-Leste",2020-02-13,0,0,0
"4307","Togo",2020-02-13,0,0,0
"4308","Trinidad and Tobago",2020-02-13,0,0,0
"4309","Tunisia",2020-02-13,0,0,0
"4310","Turkey",2020-02-13,0,0,0
"4311","Uganda",2020-02-13,0,0,0
"4312","Ukraine",2020-02-13,0,0,0
"4313","United Arab Emirates",2020-02-13,8,1,0
"4314","United Kingdom",2020-02-13,9,1,0
"4315","Uruguay",2020-02-13,0,0,0
"4316","US",2020-02-13,13,3,0
"4317","Uzbekistan",2020-02-13,0,0,0
"4318","Venezuela",2020-02-13,0,0,0
"4319","Vietnam",2020-02-13,16,7,0
"4320","West Bank and Gaza",2020-02-13,0,0,0
"4321","Western Sahara",2020-02-13,0,0,0
"4322","Yemen",2020-02-13,0,0,0
"4323","Zambia",2020-02-13,0,0,0
"4324","Zimbabwe",2020-02-13,0,0,0
"4325","Afghanistan",2020-02-14,0,0,0
"4326","Albania",2020-02-14,0,0,0
"4327","Algeria",2020-02-14,0,0,0
"4328","Andorra",2020-02-14,0,0,0
"4329","Angola",2020-02-14,0,0,0
"4330","Antigua and Barbuda",2020-02-14,0,0,0
"4331","Argentina",2020-02-14,0,0,0
"4332","Armenia",2020-02-14,0,0,0
"4333","Australia",2020-02-14,15,8,0
"4334","Austria",2020-02-14,0,0,0
"4335","Azerbaijan",2020-02-14,0,0,0
"4336","Bahamas",2020-02-14,0,0,0
"4337","Bahrain",2020-02-14,0,0,0
"4338","Bangladesh",2020-02-14,0,0,0
"4339","Barbados",2020-02-14,0,0,0
"4340","Belarus",2020-02-14,0,0,0
"4341","Belgium",2020-02-14,1,0,0
"4342","Belize",2020-02-14,0,0,0
"4343","Benin",2020-02-14,0,0,0
"4344","Bhutan",2020-02-14,0,0,0
"4345","Bolivia",2020-02-14,0,0,0
"4346","Bosnia and Herzegovina",2020-02-14,0,0,0
"4347","Botswana",2020-02-14,0,0,0
"4348","Brazil",2020-02-14,0,0,0
"4349","Brunei",2020-02-14,0,0,0
"4350","Bulgaria",2020-02-14,0,0,0
"4351","Burkina Faso",2020-02-14,0,0,0
"4352","Burma",2020-02-14,0,0,0
"4353","Burundi",2020-02-14,0,0,0
"4354","Cabo Verde",2020-02-14,0,0,0
"4355","Cambodia",2020-02-14,1,1,0
"4356","Cameroon",2020-02-14,0,0,0
"4357","Canada",2020-02-14,7,1,0
"4358","Central African Republic",2020-02-14,0,0,0
"4359","Chad",2020-02-14,0,0,0
"4360","Chile",2020-02-14,0,0,0
"4361","China",2020-02-14,66358,7977,1521
"4362","Colombia",2020-02-14,0,0,0
"4363","Comoros",2020-02-14,0,0,0
"4364","Congo (Brazzaville)",2020-02-14,0,0,0
"4365","Congo (Kinshasa)",2020-02-14,0,0,0
"4366","Costa Rica",2020-02-14,0,0,0
"4367","Cote d'Ivoire",2020-02-14,0,0,0
"4368","Croatia",2020-02-14,0,0,0
"4369","Cuba",2020-02-14,0,0,0
"4370","Cyprus",2020-02-14,0,0,0
"4371","Czechia",2020-02-14,0,0,0
"4372","Denmark",2020-02-14,0,0,0
"4373","Diamond Princess",2020-02-14,218,0,0
"4374","Djibouti",2020-02-14,0,0,0
"4375","Dominica",2020-02-14,0,0,0
"4376","Dominican Republic",2020-02-14,0,0,0
"4377","Ecuador",2020-02-14,0,0,0
"4378","Egypt",2020-02-14,1,0,0
"4379","El Salvador",2020-02-14,0,0,0
"4380","Equatorial Guinea",2020-02-14,0,0,0
"4381","Eritrea",2020-02-14,0,0,0
"4382","Estonia",2020-02-14,0,0,0
"4383","Eswatini",2020-02-14,0,0,0
"4384","Ethiopia",2020-02-14,0,0,0
"4385","Fiji",2020-02-14,0,0,0
"4386","Finland",2020-02-14,1,1,0
"4387","France",2020-02-14,11,2,0
"4388","Gabon",2020-02-14,0,0,0
"4389","Gambia",2020-02-14,0,0,0
"4390","Georgia",2020-02-14,0,0,0
"4391","Germany",2020-02-14,16,1,0
"4392","Ghana",2020-02-14,0,0,0
"4393","Greece",2020-02-14,0,0,0
"4394","Grenada",2020-02-14,0,0,0
"4395","Guatemala",2020-02-14,0,0,0
"4396","Guinea",2020-02-14,0,0,0
"4397","Guinea-Bissau",2020-02-14,0,0,0
"4398","Guyana",2020-02-14,0,0,0
"4399","Haiti",2020-02-14,0,0,0
"4400","Holy See",2020-02-14,0,0,0
"4401","Honduras",2020-02-14,0,0,0
"4402","Hungary",2020-02-14,0,0,0
"4403","Iceland",2020-02-14,0,0,0
"4404","India",2020-02-14,3,0,0
"4405","Indonesia",2020-02-14,0,0,0
"4406","Iran",2020-02-14,0,0,0
"4407","Iraq",2020-02-14,0,0,0
"4408","Ireland",2020-02-14,0,0,0
"4409","Israel",2020-02-14,0,0,0
"4410","Italy",2020-02-14,3,0,0
"4411","Jamaica",2020-02-14,0,0,0
"4412","Japan",2020-02-14,29,9,1
"4413","Jordan",2020-02-14,0,0,0
"4414","Kazakhstan",2020-02-14,0,0,0
"4415","Kenya",2020-02-14,0,0,0
"4416","Korea, South",2020-02-14,28,7,0
"4417","Kosovo",2020-02-14,0,0,0
"4418","Kuwait",2020-02-14,0,0,0
"4419","Kyrgyzstan",2020-02-14,0,0,0
"4420","Laos",2020-02-14,0,0,0
"4421","Latvia",2020-02-14,0,0,0
"4422","Lebanon",2020-02-14,0,0,0
"4423","Lesotho",2020-02-14,0,0,0
"4424","Liberia",2020-02-14,0,0,0
"4425","Libya",2020-02-14,0,0,0
"4426","Liechtenstein",2020-02-14,0,0,0
"4427","Lithuania",2020-02-14,0,0,0
"4428","Luxembourg",2020-02-14,0,0,0
"4429","Madagascar",2020-02-14,0,0,0
"4430","Malawi",2020-02-14,0,0,0
"4431","Malaysia",2020-02-14,19,3,0
"4432","Maldives",2020-02-14,0,0,0
"4433","Mali",2020-02-14,0,0,0
"4434","Malta",2020-02-14,0,0,0
"4435","Mauritania",2020-02-14,0,0,0
"4436","Mauritius",2020-02-14,0,0,0
"4437","Mexico",2020-02-14,0,0,0
"4438","Moldova",2020-02-14,0,0,0
"4439","Monaco",2020-02-14,0,0,0
"4440","Mongolia",2020-02-14,0,0,0
"4441","Montenegro",2020-02-14,0,0,0
"4442","Morocco",2020-02-14,0,0,0
"4443","Mozambique",2020-02-14,0,0,0
"4444","MS Zaandam",2020-02-14,0,0,0
"4445","Namibia",2020-02-14,0,0,0
"4446","Nepal",2020-02-14,1,1,0
"4447","Netherlands",2020-02-14,0,0,0
"4448","New Zealand",2020-02-14,0,0,0
"4449","Nicaragua",2020-02-14,0,0,0
"4450","Niger",2020-02-14,0,0,0
"4451","Nigeria",2020-02-14,0,0,0
"4452","North Macedonia",2020-02-14,0,0,0
"4453","Norway",2020-02-14,0,0,0
"4454","Oman",2020-02-14,0,0,0
"4455","Pakistan",2020-02-14,0,0,0
"4456","Panama",2020-02-14,0,0,0
"4457","Papua New Guinea",2020-02-14,0,0,0
"4458","Paraguay",2020-02-14,0,0,0
"4459","Peru",2020-02-14,0,0,0
"4460","Philippines",2020-02-14,3,1,1
"4461","Poland",2020-02-14,0,0,0
"4462","Portugal",2020-02-14,0,0,0
"4463","Qatar",2020-02-14,0,0,0
"4464","Romania",2020-02-14,0,0,0
"4465","Russia",2020-02-14,2,2,0
"4466","Rwanda",2020-02-14,0,0,0
"4467","Saint Kitts and Nevis",2020-02-14,0,0,0
"4468","Saint Lucia",2020-02-14,0,0,0
"4469","Saint Vincent and the Grenadines",2020-02-14,0,0,0
"4470","San Marino",2020-02-14,0,0,0
"4471","Sao Tome and Principe",2020-02-14,0,0,0
"4472","Saudi Arabia",2020-02-14,0,0,0
"4473","Senegal",2020-02-14,0,0,0
"4474","Serbia",2020-02-14,0,0,0
"4475","Seychelles",2020-02-14,0,0,0
"4476","Sierra Leone",2020-02-14,0,0,0
"4477","Singapore",2020-02-14,67,17,0
"4478","Slovakia",2020-02-14,0,0,0
"4479","Slovenia",2020-02-14,0,0,0
"4480","Somalia",2020-02-14,0,0,0
"4481","South Africa",2020-02-14,0,0,0
"4482","South Sudan",2020-02-14,0,0,0
"4483","Spain",2020-02-14,2,0,0
"4484","Sri Lanka",2020-02-14,1,1,0
"4485","Sudan",2020-02-14,0,0,0
"4486","Suriname",2020-02-14,0,0,0
"4487","Sweden",2020-02-14,1,0,0
"4488","Switzerland",2020-02-14,0,0,0
"4489","Syria",2020-02-14,0,0,0
"4490","Taiwan*",2020-02-14,18,2,0
"4491","Tajikistan",2020-02-14,0,0,0
"4492","Tanzania",2020-02-14,0,0,0
"4493","Thailand",2020-02-14,33,12,0
"4494","Timor-Leste",2020-02-14,0,0,0
"4495","Togo",2020-02-14,0,0,0
"4496","Trinidad and Tobago",2020-02-14,0,0,0
"4497","Tunisia",2020-02-14,0,0,0
"4498","Turkey",2020-02-14,0,0,0
"4499","Uganda",2020-02-14,0,0,0
"4500","Ukraine",2020-02-14,0,0,0
"4501","United Arab Emirates",2020-02-14,8,1,0
"4502","United Kingdom",2020-02-14,9,1,0
"4503","Uruguay",2020-02-14,0,0,0
"4504","US",2020-02-14,13,3,0
"4505","Uzbekistan",2020-02-14,0,0,0
"4506","Venezuela",2020-02-14,0,0,0
"4507","Vietnam",2020-02-14,16,7,0
"4508","West Bank and Gaza",2020-02-14,0,0,0
"4509","Western Sahara",2020-02-14,0,0,0
"4510","Yemen",2020-02-14,0,0,0
"4511","Zambia",2020-02-14,0,0,0
"4512","Zimbabwe",2020-02-14,0,0,0
"4513","Afghanistan",2020-02-15,0,0,0
"4514","Albania",2020-02-15,0,0,0
"4515","Algeria",2020-02-15,0,0,0
"4516","Andorra",2020-02-15,0,0,0
"4517","Angola",2020-02-15,0,0,0
"4518","Antigua and Barbuda",2020-02-15,0,0,0
"4519","Argentina",2020-02-15,0,0,0
"4520","Armenia",2020-02-15,0,0,0
"4521","Australia",2020-02-15,15,8,0
"4522","Austria",2020-02-15,0,0,0
"4523","Azerbaijan",2020-02-15,0,0,0
"4524","Bahamas",2020-02-15,0,0,0
"4525","Bahrain",2020-02-15,0,0,0
"4526","Bangladesh",2020-02-15,0,0,0
"4527","Barbados",2020-02-15,0,0,0
"4528","Belarus",2020-02-15,0,0,0
"4529","Belgium",2020-02-15,1,0,0
"4530","Belize",2020-02-15,0,0,0
"4531","Benin",2020-02-15,0,0,0
"4532","Bhutan",2020-02-15,0,0,0
"4533","Bolivia",2020-02-15,0,0,0
"4534","Bosnia and Herzegovina",2020-02-15,0,0,0
"4535","Botswana",2020-02-15,0,0,0
"4536","Brazil",2020-02-15,0,0,0
"4537","Brunei",2020-02-15,0,0,0
"4538","Bulgaria",2020-02-15,0,0,0
"4539","Burkina Faso",2020-02-15,0,0,0
"4540","Burma",2020-02-15,0,0,0
"4541","Burundi",2020-02-15,0,0,0
"4542","Cabo Verde",2020-02-15,0,0,0
"4543","Cambodia",2020-02-15,1,1,0
"4544","Cameroon",2020-02-15,0,0,0
"4545","Canada",2020-02-15,7,1,0
"4546","Central African Republic",2020-02-15,0,0,0
"4547","Chad",2020-02-15,0,0,0
"4548","Chile",2020-02-15,0,0,0
"4549","China",2020-02-15,68413,9298,1663
"4550","Colombia",2020-02-15,0,0,0
"4551","Comoros",2020-02-15,0,0,0
"4552","Congo (Brazzaville)",2020-02-15,0,0,0
"4553","Congo (Kinshasa)",2020-02-15,0,0,0
"4554","Costa Rica",2020-02-15,0,0,0
"4555","Cote d'Ivoire",2020-02-15,0,0,0
"4556","Croatia",2020-02-15,0,0,0
"4557","Cuba",2020-02-15,0,0,0
"4558","Cyprus",2020-02-15,0,0,0
"4559","Czechia",2020-02-15,0,0,0
"4560","Denmark",2020-02-15,0,0,0
"4561","Diamond Princess",2020-02-15,285,0,0
"4562","Djibouti",2020-02-15,0,0,0
"4563","Dominica",2020-02-15,0,0,0
"4564","Dominican Republic",2020-02-15,0,0,0
"4565","Ecuador",2020-02-15,0,0,0
"4566","Egypt",2020-02-15,1,0,0
"4567","El Salvador",2020-02-15,0,0,0
"4568","Equatorial Guinea",2020-02-15,0,0,0
"4569","Eritrea",2020-02-15,0,0,0
"4570","Estonia",2020-02-15,0,0,0
"4571","Eswatini",2020-02-15,0,0,0
"4572","Ethiopia",2020-02-15,0,0,0
"4573","Fiji",2020-02-15,0,0,0
"4574","Finland",2020-02-15,1,1,0
"4575","France",2020-02-15,12,4,1
"4576","Gabon",2020-02-15,0,0,0
"4577","Gambia",2020-02-15,0,0,0
"4578","Georgia",2020-02-15,0,0,0
"4579","Germany",2020-02-15,16,1,0
"4580","Ghana",2020-02-15,0,0,0
"4581","Greece",2020-02-15,0,0,0
"4582","Grenada",2020-02-15,0,0,0
"4583","Guatemala",2020-02-15,0,0,0
"4584","Guinea",2020-02-15,0,0,0
"4585","Guinea-Bissau",2020-02-15,0,0,0
"4586","Guyana",2020-02-15,0,0,0
"4587","Haiti",2020-02-15,0,0,0
"4588","Holy See",2020-02-15,0,0,0
"4589","Honduras",2020-02-15,0,0,0
"4590","Hungary",2020-02-15,0,0,0
"4591","Iceland",2020-02-15,0,0,0
"4592","India",2020-02-15,3,0,0
"4593","Indonesia",2020-02-15,0,0,0
"4594","Iran",2020-02-15,0,0,0
"4595","Iraq",2020-02-15,0,0,0
"4596","Ireland",2020-02-15,0,0,0
"4597","Israel",2020-02-15,0,0,0
"4598","Italy",2020-02-15,3,0,0
"4599","Jamaica",2020-02-15,0,0,0
"4600","Japan",2020-02-15,43,12,1
"4601","Jordan",2020-02-15,0,0,0
"4602","Kazakhstan",2020-02-15,0,0,0
"4603","Kenya",2020-02-15,0,0,0
"4604","Korea, South",2020-02-15,28,9,0
"4605","Kosovo",2020-02-15,0,0,0
"4606","Kuwait",2020-02-15,0,0,0
"4607","Kyrgyzstan",2020-02-15,0,0,0
"4608","Laos",2020-02-15,0,0,0
"4609","Latvia",2020-02-15,0,0,0
"4610","Lebanon",2020-02-15,0,0,0
"4611","Lesotho",2020-02-15,0,0,0
"4612","Liberia",2020-02-15,0,0,0
"4613","Libya",2020-02-15,0,0,0
"4614","Liechtenstein",2020-02-15,0,0,0
"4615","Lithuania",2020-02-15,0,0,0
"4616","Luxembourg",2020-02-15,0,0,0
"4617","Madagascar",2020-02-15,0,0,0
"4618","Malawi",2020-02-15,0,0,0
"4619","Malaysia",2020-02-15,22,7,0
"4620","Maldives",2020-02-15,0,0,0
"4621","Mali",2020-02-15,0,0,0
"4622","Malta",2020-02-15,0,0,0
"4623","Mauritania",2020-02-15,0,0,0
"4624","Mauritius",2020-02-15,0,0,0
"4625","Mexico",2020-02-15,0,0,0
"4626","Moldova",2020-02-15,0,0,0
"4627","Monaco",2020-02-15,0,0,0
"4628","Mongolia",2020-02-15,0,0,0
"4629","Montenegro",2020-02-15,0,0,0
"4630","Morocco",2020-02-15,0,0,0
"4631","Mozambique",2020-02-15,0,0,0
"4632","MS Zaandam",2020-02-15,0,0,0
"4633","Namibia",2020-02-15,0,0,0
"4634","Nepal",2020-02-15,1,1,0
"4635","Netherlands",2020-02-15,0,0,0
"4636","New Zealand",2020-02-15,0,0,0
"4637","Nicaragua",2020-02-15,0,0,0
"4638","Niger",2020-02-15,0,0,0
"4639","Nigeria",2020-02-15,0,0,0
"4640","North Macedonia",2020-02-15,0,0,0
"4641","Norway",2020-02-15,0,0,0
"4642","Oman",2020-02-15,0,0,0
"4643","Pakistan",2020-02-15,0,0,0
"4644","Panama",2020-02-15,0,0,0
"4645","Papua New Guinea",2020-02-15,0,0,0
"4646","Paraguay",2020-02-15,0,0,0
"4647","Peru",2020-02-15,0,0,0
"4648","Philippines",2020-02-15,3,1,1
"4649","Poland",2020-02-15,0,0,0
"4650","Portugal",2020-02-15,0,0,0
"4651","Qatar",2020-02-15,0,0,0
"4652","Romania",2020-02-15,0,0,0
"4653","Russia",2020-02-15,2,2,0
"4654","Rwanda",2020-02-15,0,0,0
"4655","Saint Kitts and Nevis",2020-02-15,0,0,0
"4656","Saint Lucia",2020-02-15,0,0,0
"4657","Saint Vincent and the Grenadines",2020-02-15,0,0,0
"4658","San Marino",2020-02-15,0,0,0
"4659","Sao Tome and Principe",2020-02-15,0,0,0
"4660","Saudi Arabia",2020-02-15,0,0,0
"4661","Senegal",2020-02-15,0,0,0
"4662","Serbia",2020-02-15,0,0,0
